mami,mom
túto,this one
páči,I like it
dostal,he got
ľúto,sorry
naše,ours
proste,simply
ze,that
podľa,according to
mohla,she could
jedna,one
zlatko,baby
tomto,this one
táto,this one
vie,he knows
jednu,one
nemôžeš,You can not
nájsť,find
myslíte,you mean
prácu,work
dve,two
neskôr,later
vaša,yours
pomoc,help
dal,he gave
nej,her
skoro,almost
robí,it does
aspoň,at least
the,the
ktorí,who
človek,man
pohode,cool
hovorím,I speak
nami,by us
haló,hello
vedel,he knew
odtiaľto,from here
počúvaj,listen
hovoril,he spoke
milujem,I love to
pekla,hell
nuž,well
skôr,more likely
och,oh
prvý,the first one
ideš,are you going
dúfam,I hope
ktorú,which
nad,above
vidíš,you see
veľký,the great
doma,at home
predsa,after all
dvere,door
zlé,bad
skutočne,indeed
proti,against
vami,by you
čože,what
nemá,does not have
doktor,doctor
koho,whom
počul,heard
pekne,nice
iné,other
minút,minutes
nemal,did not have
musíte,you have to
ňou,by her
svojho,his own
dobrá,good
uvidíme,we will see
chlapci,the boys
okej,Okay
hovoríš,do you speak
malý,little
okolo,around
taká,like that
dom,House
číslo,number
kámo,dude
buď,either
nemáš,you do not have
znova,over again
mŕtvy,dead
slečna,Miss
moc,power
dám,I will give
koniec,the end
poďte,come on
svet,the world
svete,the world
noci,nights
zabiť,to kill
pokiaľ,unless
dnu,in
dajte,give
dobrú,good
jedného,one
sebe,myself
nemôže,he can't
tí,those
dvaja,two
nebolo,was not
volá,the will
celkom,in sum
drž,hold
vonku,outside
života,life
nebudem,I will not
tvoju,yours
ruky,hands
páni,Mrs
skvelé,Great
myslela,she meant
prišli,they came
sama,herself
sakra,hell
príde,will come
boh,god
matka,mother
našiel,he found
videla,she saw
cítim,I feel
chlapec,boy
otca,father
vtedy,back then
rok,year
zabil,killed
sebou,with myself
ach,oh
zdá,it seems
pekné,nice
vrátiť,give back
problémy,problems
práca,work
nápad,idea
syn,a son
celé,whole
potrebujeme,we need
chlap,guy
svojej,yours
žiadny,none
človeče,man
ó,about
odísť,to leave
zase,again
najlepšie,the best
musel,he had to
priateľ,a friend
niekde,somewhere
spraviť,to do
zbraň,weapon
kapitán,captain
času,time
zlato,baby
tohto,this
john,John
nemyslím,I do not think
roky,years
dokonca,to the end
ňu,her
krát,times
musieť,have to
brat,brother
inak,otherwise
žiť,to live
práce,work
poznám,I know
oci,eyes
nový,new
počkajte,wait
nemáme,we do not have
pozrieť,look
ticho,silence
robíte,you are doing
stane,will happen
ženy,women
nebola,she wasn't
dolárov,dollars
čím,what
hlavu,the head
celú,the whole
dá,will give
robím,I do
ceste,road
uh,uh
týždeň,a week
cestu,way
oči,eyes
nechať,leave
veľké,big
ňom,him
ta,she
choďte,go
hrať,play
znovu,again
možné,possible
povedali,they said
pripravený,ready
počkať,wait
našli,they found
čokoľvek,whatever
prísť,come
zle,badly
iste,sure
zatiaľ,yet
nimi,by them
tvojej,yours
ťažké,difficult
chcú,they want
toľko,so much
včera,yesterday
ďalší,next
chceli,they wanted
slovo,a word
nechceš,you don't want
chlapče,boy
chlape,man
pôjdem,I'll go
konečne,finally
new,new
malé,small
prišla,she came
aká,what
priamo,directly
naša,ours
starý,old
iný,other
okrem,except for
videli,they saw
mojich,mine
nové,New
nevieš,you do not know
nejakú,some
hodín,hours
ženu,a woman
pocit,feeling
odkiaľ,from where
spravil,he did
nechajte,leave it
týchto,these
mojom,mine
jednoducho,simply
neskoro,late
ocko,daddy
nemôžeme,We can not
prípade,case
dr,dr
srdce,heart
istá,sure
smrť,death
svojich,their own
nevidel,he didn't see
výborne,excellent
dni,days
päť,five
nepovedal,he didn't say
domu,house
jack,Jack
dní,days
treba,need to
dôležité,important
neboj,don't worry
robil,did
volám,I'm calling
dôvod,a reason
telo,body
povedzte,say
muža,a man
živote,life
môžu,they can
mieste,place
aha,aha
príbeh,story
rozumiem,I understand
vyzeráš,you look
potrebuje,needs
akoby,as if
isté,certain
tvojho,yours
jediný,the only one
ono,it
dvoch,two
znie,sounds
you,you
porozprávať,to talk
ďaleko,far
počas,During
loď,ship
nechcel,he didn't want to
vašu,yours
hubu,mushroom
všetkým,to all
dostali,they got
mimo,outside
ha,ha
ruku,hand
vypadni,get out
vecí,things
priatelia,friends
titulky,subtitles
našej,ours
smrti,death
školy,schools
žiadna,none
zem,the earth
mohlo,could
dome,home
nikoho,nobody
láska,love
urobím,I will do
strach,fear
najlepší,the best
pravdepodobne,most likely
šťastie,happiness
myslí,he thinks
šancu,chance
zdravím,Hello
madam,ma'am
vieme,we know
týmto,hereby
nemohol,could not
pekný,nice
malo,a little
nemali,they didn't have
rodina,family
mesto,the city
zlý,bad
plán,plan
and,and
roku,year
potrebuješ,you need
vedela,she knew
sveta,of the world
jedlo,meal
krv,blood
poznáš,do you know
jasne,clearly
mesta,cities
spať,back
spôsob,way
urobila,she did
zemi,earth
chyba,a mistake
začal,he started
moji,mine
veriť,to believe
auta,cars
našich,ours
najprv,first
sestra,sister
nerob,don't do
dňa,day
nevie,he doesn't know
hodiny,hours
všade,everywhere
počuť,hear
vziať,take
pôjdeme,we will go
stačí,enough
cesty,roads
hmm,hmm
nevedel,did not know
dievčatá,the girls
zavolať,make a call
zostať,to stay
čoskoro,comming soon
štyri,four
chlapík,guy
vráť,return
úžasné,awesome
ktorej,which
miláčik,sweetheart
telefón,telephone
vidíte,you see
pamätáš,you remember
urob,do
zober,take
urobili,they did
opäť,again
ktorého,whose
potrebovať,to need
ďalšie,next
snáď,perhaps
tou,the one
naspäť,back
ukáž,show
strane,side
byt,a flat
veľká,big
pracovať,work
vašej,yours
ktorých,which
zavolám,I will call
chceme,we want
rokmi,for years
dámy,ladies
tvár,Face
žiaden,none
jediná,the only one
pána,Mr
rozprávať,speak
sam,on my own
čau,bye
syna,son
robia,they do
niekoľko,several
nechal,left
bež,run
šťastný,happy
film,a movie
zomrel,he died
časť,section
poriadne,properly
okamžite,immediately
mysli,mind
malá,she had
nemáte,you do not have
nechce,does not want
povieš,you say
radi,happy
dala,she gave
uz,already
ked,when
nemala,she did not have
chápem,I get it
oveľa,a lot
nemôžete,you can't
počúvajte,listen up
začať,get started
uveriť,to believe
prachy,money
peňazí,money
škole,school
nemusíš,do not have to
akú,what kind
išiel,went
rovnako,in the same way
našu,ours
odtiaľ,from there
muži,men
vrátim,I will return
obaja,both
pol,half
polícia,POLICE
dali,they gave
práci,work
rodinu,family
zastaviť,to stop
mrzí,sorry
otvor,hole
nehovor,you do not say
kamoš,buddy
párty,party
nakoniec,finally
zmysel,sense
cesta,the road
boha,god
meste,city
skutočnosti,facts
yeah,yeah
tými,those
hovoria,they say
michael,Michael
frank,frank
napríklad,for example
ne,no
chcieť,to want
blázon,a fool
nášho,ours
počula,she heard
snažím,I'm trying
pohyb,movement
stať,to become
správy,news
zavolaj,call
myslieť,think
hlavy,heads
volal,he called
zbrane,weapons
strašne,terribly
nohy,legs
vravel,he said
nebudeš,you won't
verím,I believe
čakať,wait
žije,he lives
ah,ah
musia,must
okay,okay
odo,from
blízko,close by
odišiel,walked away
takmer,almost
vezmi,take
zobrať,take
každého,everyone
prípad,the case
čoho,of what
hodinu,an hour
nejde,it doesn't work
stratil,lost
začína,begins
vášho,yours
menej,less
vnútri,inside
druhý,Types
hovorila,she spoke
čase,time
charlie,Charlie
sľubujem,I promise
nejako,somehow
dostala,she got
hovno,shit
vrátil,Returned
neboli,were not
zabudol,forgot
predstaviť,introduce
posledný,last
šesť,six
maj,May
mesiac,a month
dostanem,i will get
zostaň,Stay
trocha,a little
trošku,a little
mužov,men
čaká,is waiting
prvé,the first
pokoj,peace
chlapi,men
nikomu,to no one
naposledy,for the last time
pomôž,help
sen,a dream
hovor,phone call
dolu,down
hm,wt
rovno,straight ahead
hra,he plays
jednej,one
chvíľku,one moment
počuj,listen
náhodou,by chance
človeka,a person
hovoríte,you speak
urobíme,we will do
miesta,places
ježiši,Jesus
počuješ,you hear
šťastia,luck
dávno,a long time ago
drahá,dear
e,e
spoločnosť,company
nejaká,some
rodičia,parents
stará,old
šaty,clothes
mojou,mine
vlasy,hair
su,They are
ver,ver
dcéra,daughter
stojí,cost
každú,every
hlavne,mainly
stretnúť,to meet
com,com
dostane,will get
pomaly,slowly
harry,harry
večeru,dinner
sex,sex
nevadí,never mind
skvelý,great
dáš,you give
pes,the dog
rozumieš,you understand
prvá,the first
bob,bob
odkedy,since when
často,often
vitajte,welcome
idiot,an idiot
možnosť,option
chodiť,to walk
žiadnu,none
bojovať,to fight
najskôr,at the earliest
cítiš,you feel
iného,other
vedeli,they knew
tvojich,yours
celá,the entire
otázka,question
idú,they are going
zomrieť,to die
čerta,the devil
našla,she found
nerozumiem,I do not understand
aute,cars
jediné,the only one
prestaňte,stop it
ben,ben
desať,ten
svojom,yours
zabijem,I will kill
james,James
ukázať,to show
milé,dear
strýko,uncle
kľud,peace
rodiny,families
šiel,he went
obchod,the shop
neverím,I do not believe
prisahám,I swear
pôjdeš,you will go
moment,a moment
jesť,to eat
ľuďom,to people
vzal,he took
zmeniť,change
zbohom,bye
takú,such
navždy,forever
joe,joe
záleží,matters
svetlo,the light
poznáte,you know
mesiacov,months
www,www
posledné,last
odpoveď,the answer
skús,Try
srandu,kidding
druhej,the second
of,of
slová,the words
pozrime,let's see
hlas,voice
mnoho,many
dávaj,give
počuli,they heard
zabudni,forget
sadni,sit down
mladý,young
tvojom,yours
nedá,can't
mimochodom,by the way
paul,paul
poslal,sent
mike,Mike
povie,he says
jimmy,jimmy
ostatní,the others
dostaneme,we will get
david,David
wow,wow
prídem,I will come
zvláštne,weird
prichádza,is coming
priateľov,friends
hey,hey
baby,baby
pekná,pretty
majster,the master
sk,sk
vodu,water
právo,the law
stáť,to stand
bohu,god
systém,system
vezmem,I will take
držať,hold
tím,a team
mame,we have
bolí,it hurts
musela,she had to
zabili,they killed
george,George
vedia,they know
sami,alone
brata,brother
peter,peter
krásne,beautiful
jednoduché,simple
existuje,it exists
priateľa,a friend
týždne,weeks
nemajú,they don't have
smiešne,ridiculous
l,l
ťažko,barely
kráľ,the king
môžme,we can
ježiš,Jesus
hovorili,they spoke
vydrž,keep holding on
vody,water
vianoce,Christmas
horšie,worse
títo,these
yorku,York
chápeš,you know
kávu,coffee
kúpiť,buy
c,c
it,it
svojim,their own
hlave,head
cítiť,to feel
museli,had to
lepší,better
funguje,it works
chlapa,a guy
starosti,worries
ľúbim,I love
la,la
zopár,a few
mojim,mine
robíme,we do
rande,a date
všetkom,everything
pokračovať,continue
pôjde,will go
začali,they started
spoločnosti,companies
list,a letter
robili,they did
otázky,questions
takéto,like this
načo,what for
knihu,a book
nevidím,I can not see
pivo,beer
ktorom,which
tamto,over there
správu,message
niekam,somewhere
prestať,to stop
môcť,able
pracujem,I am working
mojím,mine
kúsok,piece
nebuď,Do not be
otcom,father
použiť,to use
dostaneš,you will get
profesor,professor
stretneme,we meet
pozerať,watch
stoj,stand
pomôžte,please help
zachrániť,to save
manžel,husband
mam,I have
stretol,he met
stal,became
voláš,you call
niektorí,some
tisíc,one thousand
nechcela,she didn't want to
spoločné,common
postele,beds
rozhodne,definitely
patrí,belongs to
pamätám,I remember
prezident,President
sekúnd,seconds
veľkú,big
vedľa,next to
in,etc
vojna,the war
nezáleží,does not matter
cenu,price
sedem,seven
nájdem,I will find
pripravená,ready
dáme,we will give
voda,Water
max,max
zadok,ass
skončil,he finished
kriste,Christ
nebudeme,we will not
zistiť,to find out
opatrne,carefully
vráti,will return
bojím,I'm afraid
vraví,he says
d,d
posledná,last
preco,Why
zrazu,suddenly
chlapca,a boy
stretnutie,Meeting
ktorým,which
druh,kind of
b,b
šéf,a boss
ospravedlňujem,I'm sorry
niekým,by someone
zobral,took
nieco,something
este,yes
ukážem,I will show
pracuje,he works
pohni,move
jake,Jake
políciu,the police
otázku,question
niekomu,to someone
chýba,a mistake
miliónov,millions
otcovi,to the father
keďže,whereas
izby,rooms
generál,general
odkaz,link
obávam,I'm afraid
rozdiel,difference
prejsť,run over
ďakujeme,we thank you
darí,good
silu,strength
zaujímavé,interesting
najviac,the most
nieje,it's not
bastard,bastard
idete,you are going
nechám,I'll let it
milý,dear
jedným,one
znamenať,to mean
nemu,him
tadiaľto,this way
drahý,expensive
pravidlá,the rules
vlastné,own
informácie,Information
izbe,room
divné,weird
obed,lunch
dovidenia,goodbye
menom,by name
držte,hold on
mysleli,they thought
myslia,they think
potrebujete,you need
t,t
mamu,mom
me,me
svojou,yours
hru,the game
namiesto,instead of
spôsobom,way
vstávaj,get up
čomu,to what
henry,henry
málo,a little
um,um
pusti,let go
detí,children
nájdeme,we will find
nádherné,wonderful
hry,games
nepáči,doesn't like it
lietadlo,a plane
výber,choice
nikam,nowhere
kamarát,a friend
začala,started
riť,ass
normálne,normal
šanca,a chance
stretli,they met
alex,Alex
decká,kids
dokážeš,you can
tajomstvo,the secret
vravím,I say
pripravení,ready
kedysi,when you
preboha,my goodness
nemocnice,hospital
mesiace,months
väčšina,the majority
vašich,yours
správa,a message
osobne,personally
hlava,head
urobíš,you will do
rade,Council
dáva,gives
stavím,I'm building
mary,mary
zápas,match
mŕtva,dead
decko,kid
minulý,past
išla,she went
išli,they went
novú,the new one
názor,opinion
pomôže,will help
nestalo,didn't happen
ľahké,easy
dovoliť,allow
neexistuje,does not exist
neviete,you don't know
snažil,tried
komu,whom
nemohla,she couldn't
sračky,shit
konca,the end
budúcnosť,the future
hľadať,search
akože,like
pokoji,calm down
dokáže,he can
ženou,a woman
bezpečí,safety
zaujíma,interested
ostatné,the others
nabudúce,next time
skutočný,real
krvi,blood
nemyslíš,you don't think
zomrela,she died
volať,to call
odišla,she left
billy,billy
vraj,supposedly
nepotrebujem,I do not need
pracoval,he worked
nepovedala,she didn't say
rozhodol,decided
malú,small
kľúč,key
jim,them
dievčatko,baby girl
napísal,he wrote
niektoré,some
začiatku,beginning
cítil,felt
ostať,stay
p,Mr
rýchlejšie,faster
lásku,love
knihy,books
huh,huh
neurobil,he didn't
celom,whole
šťastná,happy
prdele,shit
získať,gain
spýtať,ask
hajzel,hey
pomôžem,I will help
nechápem,I do not understand
robila,she did
ukľudni,calm down
seržant,sergeant
tvoji,yours
psa,dog
záujem,interest
zvyšok,Rest
nepoznám,I don't know
priateľka,girlfriend
celej,whole
smerom,direction
ray,Ray
šéfe,boss
teší,happy
j,j
beriem,I take
postarám,i will take care
topánky,Shoes
rokoch,years
troch,three
nevieme,we do not know
napriek,despite of
občas,occasionally
stratili,they lost
bližšie,the closer
posteli,the bed
hľadám,I am looking for
hrozné,terrible
dokázal,he proved
krajine,the country
chalani,guys
zachránil,he saved
hrozne,terrible
ďalších,others
vysvetliť,to explain
neuveriteľné,unbelievable
uvidíš,you will see
iných,others
môjmu,to mine
vrah,the killer
zabije,kills
počúvať,to listen
darček,a gift
chorý,sick
pomohol,he helped
prekvapenie,surprise
očí,eyes
posledných,the last ones
krok,step
vojny,war
nic,nothing
nevidela,she didn't see
osem,eight
druhú,the second
show,show
lode,ships
nezaujíma,not interested
veliteľ,commander
moj,my
ľuďmi,by people
najlepšia,the best
nebudú,they won't
počujem,I hear
prídu,they will come
nového,new
tomuto,to this one
nemožné,not possible
policajt,police officer
staré,old
urobí,will do
kus,a piece
nemohli,they couldn't
zas,again
podstate,essentially
každom,everyone
zavolajte,call
miluje,loves
konci,ends
všetkého,everything
nemôžu,they can not
akurát,just
otvoriť,to open
buďte,be
kúpil,bought
dcéru,daughter
skutočné,real
našom,ours
skvelá,great
detektív,detective
nenávidím,i hate
bolesť,pain
rob,do
sedieť,sit
chodí,walks
neznášam,I hate it
prídeš,will you come
kľúče,keys
oheň,fire
rozkaz,order
typ,Type
naučiť,teach
gratulujem,congratulations
vzduchu,air
budúci,future
osud,fate
izbu,room
sny,dreams
nechcete,You do not want
vzadu,at the back
začne,will start
let,years
doktora,doctor
volala,she called
zastav,stop
ďalšia,next
napadlo,thought
nejakého,some
druhé,the second
spravila,she did
absolútne,absolutely
mŕtvi,the dead
zničiť,to destroy
zima,winter
báť,fear
týka,concerns
vina,guilt
dokážem,i can
problémov,problems
zoznam,list
skončí,will end
nevedela,she didn't know
otče,father
mozog,brain
zákon,the law
lodi,ship
niet,there isn't
miestnosti,rooms
dokopy,together
zomrie,dies
tommy,Tommy
dvoma,two
podarilo,succeeded
usa,usa
časti,parts
mužom,men
škoda,it is a pity
nová,new
pokračuj,keep going
poručík,lieutenant
každé,each
potreboval,he needed
krásna,beautiful
sranda,funny
pozriem,I'll see
nažive,alive
pustite,let go
ulici,street
bill,bill
boj,fight
osoba,person
rodičov,parents
matku,mother
nebezpečné,dangerous
skončila,ended
ľahko,easily
agent,agent
krajiny,countries
nechala,she left
fbi,fbi
vašom,yours
nevideli,they didn't see
zrejme,apparently
debil,moron
vtip,joke
stačilo,it was enough
tváre,faces
san,dream
jednom,once
zábava,fun
vyhral,he won
skúsiť,try
lásky,loves
nechoď,do not go
upokoj,calm down
priniesol,brought
opýtať,ask
silný,strong
tvojou,yours
cestou,on the way
slnko,the sun
spravili,they did
narodeniny,birthday
naučil,taught
chuť,taste
dík,thanks
otvorte,open it
sklapni,shut up
vitaj,welcome
pochopiť,to understand
sekundu,a second
rukách,hands
páčiť,to like
poslať,send
srdca,heart
ukradol,stole
kate,Kate
oboch,both of them
whoa,whoa
vas,you
strany,parties
nedokážem,I can't
dlhšie,longer
drink,a drink
naňho,on him
zasa,again
dávať,to give
dvakrát,twice
sarah,Sarah
nepočul,he didn't hear
dáte,you will give
ďalšiu,another one
škola,School
víkend,the weekend
r,r
taktiež,also
skurvený,fucked up
hoci,although
díky,thanks
naši,ours
plný,full
dôkaz,proof
vlastný,own
pozornosť,attention
nim,them
zistil,figured out
prvýkrát,the first time
svojím,yours
zohnať,to get
každá,every
pohľad,view
pieseň,a song
velmi,very
schopný,able to
ihneď,immediately
druhá,the second
chris,Chris
odchádzam,I am leaving
predpokladám,I suppose
nemocnici,hospital
pripraviť,to prepare
zavolal,he called
láskavosť,a favor
zdravie,health
nemyslel,he didn't think
zastavte,stop
skvele,Great
kniha,a book
ostatných,others
trvať,take
hlupák,fool
začalo,started
city,feelings
nestane,won't happen
stranu,side
inú,another
nazdar,hello
tony,tons
svojmu,to his own
zeme,earth
biely,white
carl,Carl
strašné,terrible
chybu,error
mna,me
tela,body
don,don
kľudne,take it easy
hudba,music
rozhodnutie,decision
vyzerám,i look
neznamená,does not mean
drogy,drugs
príležitosť,an opportunity
cieľ,goal
spravím,I will do
zavri,shut up
poznal,knew
perfektné,perfect
vlak,the train
ktokoľvek,anyone
čakal,he waited
vsetko,everything
vypadnúť,fall out
pripravte,prepare
centrum,center
nádej,hope
stôl,table
plné,full
učiť,teach
bobby,bobby
hudbu,music
tancovať,to dance
york,york
súčasťou,part of it
sila,power
zmenil,changed
nezabudni,Do not forget
zaplatiť,to pay
rodine,family
druhého,the second
vzťah,a relationship
zoberte,pick it up
volajú,they call
vlastnú,own
will,will
mená,names
priateľom,friends
hladný,hungry
prsteň,ring
tohoto,this
preložil,translated
fotky,photos
snaží,trying
á,yes
stopy,tracks
program,the program
m,m
vypadnite,get out
signál,signal
bojíš,you are afraid
zuby,teeth
povolenie,permission
vybral,chose
milovať,love
ozaj,really
dobe,era
lieky,medicines
školu,school
potrebujú,they need
dopredu,forward
hádam,I guess
veku,age
súd,the court
jazyk,language
opustiť,leave
izba,room
poviete,you say
de,de
matky,mothers
n,n
ničoho,nothing
jo,yeah
tréner,coach
isto,sure
útok,attack
rozhovor,an interview
zadku,ass
stav,condition
čaj,tea
rozumiete,you understand
vezmite,take
manžela,husband
eddie,eddie
dlhý,long
čítať,to read
vráťte,return it
vybrať,choose
hlúpy,stupid
gule,balls
takého,such
fungovať,to function
zabudla,forget
vyzerať,look
šialené,crazy
chalan,guy
rozprávaš,you talk
kopec,hill
that,that
stop,stop
platí,applies
skončili,they finished
minulú,the last one
stala,became
poslednej,the last one
obchodu,trade
dobu,time
býva,it happens
johnny,johnny
policajti,police officers
zoberiem,I'll take it
zlá,bad
žene,woman
začneme,let's start
pozná,knows
hrdina,hero
väzenia,prisons
nick,nick
mene,me
metrov,meters
dar,a gift
vravela,she said
dušu,soul
uvidím,I will see
minúty,minutes
nájdi,Find
sleduj,follow
william,William
kedykoľvek,at any time
se,with
sľúbil,promised
hrá,he plays
miluješ,do you love
for,for
dovnútra,inside
plukovník,colonel
tvojim,yours
iným,to others
zabila,she killed
večera,dinner
množstvo,quantity
životy,lives
vojnu,war
začiatok,the beginning
veríš,you believe
nemusíte,you don't have to
richard,Richard
polož,position
dohodu,agreement
is,is
duch,ghost
stáva,becomes
úžasný,amazing
týždňov,weeks
čierny,black
synak,son
šou,the show
otvorené,OPEN
brať,take
mark,mark
píše,writes
vedie,leads
iná,another
sily,forces
uprostred,in the middle
hlúpe,stupid
pokojne,calmly
sledovať,watch
ústa,mouth
čakám,I am waiting
mladá,young
zabudnúť,to forget
zobrali,they took
nechali,they left
nebojte,don't worry
plány,plans
unavený,tired
chytiť,to catch
doteraz,up to now
rovnaké,same
steve,steve
dozadu,backwards
poslali,they sent
miloval,loved
navštíviť,visit
preklad,translation
vzali,they took
chyť,catch
nevedia,they don't know
utiecť,run away
vzala,she took
oko,eye
bratia,brothers
vtipné,funny
brácho,bro
netuším,I have no idea
zviera,the animal
zvuk,sound
takí,such
rozprával,he talked
vzduch,the air
budúcnosti,of the future
nájde,will find
nejak,somehow
pravý,the right one
nefunguje,does not work
nos,nose
nebudete,you will not
chlapcov,boys
mŕtvych,the dead
čítal,he read
sestru,sister
lucy,Lucy
traja,three
andy,andes
bejby,babies
vrátila,she returned
účet,account
piatok,Friday
vláda,the government
milá,dear
odišli,they left
sexy,sexy
brian,Brian
podobné,Similarly
zmizni,get lost
ohľadom,regarding
vam,to you
zbláznil,he went crazy
zostaňte,stay
obraz,image
budovy,buildings
paráda,great
rad,row
ukázal,showed the
poslednú,the last one
dave,the crowd
mäso,meat
nehýb,don't move
hocičo,what ever
ryan,ryan
hovoríme,we say
autá,cars
jednou,once
stratiť,to lose
majte,have
vidíme,we see
dávam,I give
skončiť,end up
vojne,war
nehoda,accident
páčilo,liked it
utekaj,run away
nádherná,beautiful
riadne,properly
súhlasím,I agree
zvieratá,the animals
vojak,soldier
myšlienky,thoughts
trvalo,it lasted
nejdem,I am not going
míľ,miles
stretla,met
test,test
všetkými,by all
viacej,more
niečom,something
radosť,joy
bolesti,pain
neustále,constantly
zabi,kill
počujete,you hear
jerry,Jerry
skupina,group
dostanete,you will get
úlohu,task
ľutujem,I regret
raňajky,breakfast
love,Love
zmizol,disappeared
jane,Jane
pojeb,damn it
úprimne,honestly
nohu,leg
pýtal,he asked
minulosti,the past
otázok,questions
vyhrať,to win
hral,played
očividne,obviously
oblasti,area
žijem,I live
dovoľte,allow me
písať,write
svojimi,with their own
tehotná,pregnant
víno,wine
meč,sword
dovoľ,allow
princ,prince
špeciálne,special
nádherný,beautiful
synu,son
kancelárie,offices
väzení,prison
mobil,cell phone
nemusím,do not have to
voči,towards
vrátime,we will return
prešiel,passed
povedzme,let's say
prvej,the first
dokázali,they proved
žien,women
polovicu,half
urobte,do it
takých,such
dáma,lady
výsosť,height
thomas,Thomas
šla,she went
fotku,photo
stratila,she lost
pokračujte,continue
danny,danny
žil,he lived
ženatý,married
hlavou,head
akým,which
požiadal,he asked
chlapov,guys
